AccentCity,Population,Latitude,Longitude
Neudorfl,4183,47.783333,16.283333
Neulengbach,7521,48.2,15.9
Neunkirchen,11313,47.716667,16.083333
Neusiedl am See,5949,47.933333,16.833333
Nuziders,4628,47.166667,9.8
Oberndorf,5738,48.25,13.333333
Oberwart,6879,47.283333,16.2
Pasching,6143,48.25,14.2
Paternion,6301,46.714167,13.636111
Perchtoldsdorf,14041,48.116667,16.266667
Perg,7644,48.25,14.633333
Pinkafeld,5257,47.366667,16.116667
Pottendorf,6105,47.9,16.383333
Poysdorf,5653,48.666667,16.633333
Pressbaum,6083,48.183333,16.083333
Purgstall,5247,48.05,15.133333
Purkersdorf,8327,48.2,16.166667
Radstadt,4926,47.383333,13.45
Rankweil,11455,47.283056,9.65
Reichenau,2673,47.7,15.833333
Retz,4139,48.75,15.95
Reutte,5851,47.483333,10.716667
Ried,11511,48.216667,13.5
Rottenmann,5561,47.516667,14.35
Rum,8498,47.283333,11.45
Rust,1726,47.8,16.666667
Saalfelden,16119,47.416667,12.85
Salzburg,145310,47.8,13.033333
Sankt Andra,10825,46.766111,14.823611
Sankt Florian,5760,48.166667,13.133333
Sankt Georgen,4180,47.933333,13.483333
Sankt Jakob,4481,46.547778,14.057222
Sankt Johann im Pongau,10887,47.35,13.2
Sankt Polten,49000,48.2,15.633333
Sankt Valentin,9063,48.166667,14.516667
Sankt Veit,13116,46.768056,14.360278
Scharding,4919,48.45,13.433333
Scharnstein,4631,47.9,13.95
Schladming,4659,47.383333,13.683333
Schrems,5811,48.783333,15.066667
Schruns,3506,47.066667,9.916667
Schwaz,12507,47.333333,11.7
Schwechat,15711,48.133333,16.466667
Seeboden,6221,46.821944,13.495
Seekirchen,9865,47.9,13.133333
Seewalchen,4959,47.95,13.583333
Sieghartskirchen,7062,48.25,16
Sierning,8722,48.033333,14.3
Spittal,16363,46.8,13.5
Steyregg,4856,48.283333,14.366667
Steyr,39567,48.05,14.416667
Stockerau,14831,48.383333,16.216667
Strasshof,7637,48.316667,16.666667
Tamsweg,6126,47.133333,13.8
Telfs,14028,47.3,11.066667
Ternitz,15153,47.716667,16.033333
Thalgau,5501,47.833333,13.25
Timelkam,5855,48,13.6
Traiskirchen,16212,48.016667,16.283333
Traismauer,5815,48.35,15.733333
Traun,23959,48.216667,14.233333
Trofaiach,8313,47.416667,15
Tulln,14201,48.333333,16.05
Velden am Worthersee,8817,46.616111,14.045833
Vienna,1569315,48.2,16.366667
Villach,58882,46.610278,13.855833
Vocklabruck,11887,48.016667,13.65
Vocklamarkt,4869,48,13.483333
Voitsberg,9980,47.033333,15.15
Volkermarkt,11543,46.662222,14.634444
Vols,6573,47.25,11.333333
Vomp,4628,47.333333,11.683333
Vorchdorf,7456,48,13.916667
Waidhofen,11774,47.966667,14.766667
Wattens,7517,47.283333,11.6
Weiz,9128,47.216667,15.616667
Wels,57947,48.166667,14.033333
Wernberg,5070,46.616667,13.933333
Wiener Neudorf,8530,48.066667,16.316667
Wiener Neustadt,38481,47.8,16.25
Wilhelmsburg,6718,48.1,15.6
Wolfsberg,25610,46.840556,14.844167
Wolfurt,8110,47.466667,9.75
Wolkersdorf,6416,48.383333,16.516667
Worgl,11265,47.483333,12.066667
Ybbs,5676,48.166667,15.083333
Zell am See,10046,47.316667,12.783333
Zeltweg,7726,47.183333,14.75
Zirl,6567,47.283333,11.233333
Zistersdorf,5661,48.533333,16.75
Zwettl,11718,48.616667,15.166667
Adelaide,1074168,-34.928661,138.598633
Albany,23913,-35.003101,117.865952
Albury,104261,-36.07494,146.923935
Alice Springs,26188,-23.697479,133.883621
Alyangula,1289,-13.85413,136.421295
Ararat,6111,-37.285419,142.927277
Armidale,22673,-30.50828,151.671234
Atherton,6959,-17.268641,145.47522
Australind,6621,-33.279202,115.715042
Ayr,9079,-19.573931,147.406662
Bairnsdale,11006,-37.822891,147.610413
Ballarat,85110,-37.56266,143.862579
Ballina,14248,-28.86414,153.565414
Batemans Bay,10557,-35.706581,150.175415
Benalla,9020,-36.551128,145.984253
Bendigo,81658,-36.758179,144.280243
Biloela,6309,-24.416667,150.5
Blackwater,7250,-23.583509,148.87912
Bongaree,13649,-27.08367,153.159424
Bowen,10983,-20.01367,148.247543
Bowral,9605,-34.477501,150.420395
Brisbane,1843459,-27.47101,153.024292
Broken Hill,17395,-31.961729,141.459976
Broome,13218,-17.955379,122.23922
Buderim,15228,-26.684429,153.057053
Bunbury,26370,-33.32711,115.641373
Bundaberg,52478,-24.866211,152.3479
Burnie,19976,-41.05584,145.903748
Burpengary,8280,-27.161131,152.959442
Busselton,12374,-33.652489,115.345497
Byron Bay,6764,-28.64201,153.611938
Caboolture,21478,-27.08465,152.951096
Cairns,154318,-16.92304,145.766251
Caloundra,38714,-26.797091,153.137711
Canberra,324025,-35.27603,149.13435
Carnarvon,7392,-24.88073,113.659401
Casino,9539,-28.858191,153.047485
Castlemaine,6604,-37.067089,144.216843
Cessnock,16394,-32.832111,151.356232
Charters Towers,9574,-20.07671,146.263535
Clifton Springs,7413,-38.1567,144.555099
Coffs Harbour,62978,-30.296261,153.11351
Colac,9089,-38.339001,143.584885
Collie,6337,-33.362061,116.156174
Coolum Beach,8555,-26.533331,153.091232
Cooma,6520,-36.234692,149.125977
Cootamundra,4934,-34.640949,148.028381
Corowa,5179,-35.999619,146.385803
Cowra,6799,-33.835541,148.696625
Craigieburn,19728,-37.6,144.95
Cranbourne,39420,-38.113419,145.283264
Crib Point,6908,-38.35,145.2
Dalby,9848,-27.18169,151.262054
Darwin,93081,-12.45722,130.836639
Deception Bay,16090,-27.193541,153.026306
Deniliquin,8024,-35.527409,144.959579
Devonport,19318,-41.176949,146.351517
Dubbo,29362,-32.24295,148.604843
Emerald,9399,-23.522961,148.157837
Esperance,7889,-33.86013,121.882591
Flinders,15000,-32.79924,134.211594
Forbes,4838,-33.384361,148.007599
Galiwinku,1347,-12.02811,135.564865
Gatton,6513,-27.558729,152.276184
Gawler,16362,-34.602509,138.749023
Geelong,150438,-38.153461,144.358093
Geraldton,27259,-28.778971,114.614594
Gladstone,30493,-23.84761,151.256348
Gold Coast,501175,-28.00029,153.430878
Goulburn,20941,-34.751549,149.720856
Grafton,16399,-29.690121,152.933365
Griffith,15456,-34.288528,146.050934
Gunnedah,7148,-30.98065,150.258377
Gympie,11029,-26.189159,152.658188
Hamilton,8869,-37.74334,142.028915
Hastings,6583,-38.3,145.183333
Healesville,7098,-37.65395,145.517181
Hervey Bay,47561,-25.285,152.873
Hobart,204863,-42.883209,147.331665
Horsham,12830,-36.711311,142.199814
Howard Springs,3359,-12.49576,131.044464
Ingham,6127,-18.645519,146.162476
Innisfail,10144,-17.522091,146.031021
Inverell,8561,-29.774031,151.111664
Jabiru,1892,-12.67558,132.831406
Karratha,11694,-20.73649,116.84638
Katherine,10142,-14.46517,132.263474
Kawana Waters,19881,-26.705999,153.131577
Kempsey,9522,-31.078979,152.830933
Kiama,10380,-34.668282,150.852188
Kingaroy,8573,-26.53994,151.837296
Kununurra,5679,-15.77813,128.744141
Kurri Kurri,10991,-32.819328,151.47908
Kwinana,20087,-32.230129,115.781281
Kyabram,6396,-36.313351,145.050354
Lakes Entrance,5849,-37.878941,147.995132
Lara,8179,-38.02388,144.406174
Launceston,72462,-41.438759,147.134674
Leeton,7299,-34.551048,146.404831
Lemon Tree Passage,5865,-32.731579,152.037186
Leopold,6120,-38.19001,144.468246
Lismore,31433,-28.81328,153.275803
Lithgow,11129,-33.482471,150.136307
Mackay,75924,-21.15345,149.165543
Mandurah,73369,-32.526901,115.721703
Maningrida,1391,-12.05111,134.22258
Mareeba,8403,-16.995001,145.423233
Maryborough,20680,-25.54073,152.704926
Maryborough,7046,-37.04562,143.739227
Medowie,5841,-32.741501,151.867599
Melbourne,3730212,-37.813938,144.963425
Melton,32369,-37.683392,144.585434
Mildura,47867,-34.185509,142.162506
Milingimbi,986,-12.10188,134.919006
Mittagong,6717,-34.45002,150.445724
Moranbah,7955,-21.99828,148.034836
Morayfield,10261,-27.108761,152.949066
Moree,8205,-29.46278,149.841568
Morwell,11585,-38.23476,146.394989
Moss Vale,6739,-34.553741,150.371155
Mount Barker,8357,-35.066667,138.866667
Mount Gambier,23210,-37.831799,140.77919
Mount Isa,22564,-20.725229,139.497269
Mudgee,9042,-32.433333,149.583333
Murray Bridge,11356,-35.119862,139.273453
Murwillumbah,6868,-28.32732,153.393387
Muswellbrook,11630,-32.261181,150.890091
Nambour,14919,-26.626129,152.959412
Nambucca Heads,6899,-30.643181,153.008835
Narrabri,7082,-30.32612,149.783707
Nelson Bay,7725,-32.720428,152.143982
Nerang,17684,-27.98941,153.336334
Newcastle,497961,-32.927792,151.784485
New Norfolk,5526,-42.78075,147.059387
Nguiu,1250,-11.75911,130.638153
Ngukurr,947,-14.73081,134.731018
Nhulunbuy,3202,-12.18652,136.782013
Northam,5858,-31.649321,116.674232
Orange,30402,-33.283089,149.100006
Pakenham,10602,-38.070179,145.474106
Palmerston,31075,-12.45722,130.836639
Parkes,11137,-33.137199,148.175903
Perth,1446715,-31.95224,115.861397
Port Augusta,12133,-32.495972,137.772812
Port Hedland,14289,-20.312149,118.610588
Port Keats,1351,-14.24029,129.52092
Portland,8842,-38.352612,141.605743
Port Lincoln,11247,-34.72625,135.87442
Port Macquarie,48553,-31.43084,152.908936
Port Pirie,12328,-33.191761,138.017456
Queanbeyan,32249,-35.354931,149.231995
Raymond Terrace,13606,-32.75,151.75
Rockhampton,65851,-23.38032,150.505951
Roebourne,19264,-20.772289,117.146477
Roma,5497,-26.56741,148.787506
Sale,12917,-38.11095,147.068024
Sawtell,14608,-30.36459,153.10141
Singleton,13813,-32.567421,151.166031
Somerville,7015,-38.216667,145.166667
Stawell,6991,-37.05632,142.780884
Sunbury,29926,-37.577419,144.726074
Swan Hill,9276,-35.3386,143.559525
Sydney,4394585,-33.861481,151.205475
Tamworth,38552,-31.090481,150.929047
Taree,44183,-31.91099,152.453873
Toowoomba,92802,-27.56056,151.953857
Torquay,6670,-25.283333,152.866667
Townsville,138959,-19.26639,146.805695
Traralgon,18226,-38.195278,146.541504
Tumut,6526,-35.300159,148.225052
Ulladulla,9250,-35.359058,150.472473
Ulverstone,9605,-41.160259,146.182419
Victor Harbor,7760,-35.550419,138.621536
Victoria Point,11930,-27.58329,153.311722
Wagga Wagga,55382,-35.125771,147.353745
Wangaratta,14023,-36.358459,146.320557
Warragul,9128,-38.159119,145.931183
Warrnambool,29928,-38.38176,142.487991
Warwick,12347,-28.219009,152.034378
Wellington,5428,-32.555882,148.945084
Whyalla,19646,-33.032681,137.564835
Wodonga,31518,-36.121792,146.888092
Wollongong,260918,-34.424,150.893448
Wonthaggi,5985,-38.605862,145.593552
Yeppoon,10769,-23.126829,150.744064
Young,7501,-34.313499,148.301071
Yulara,3903,-25.245291,130.980545
Oranjestad,29998,12.5166667,-70.0333333
Agdam,39451,39.99096,46.927356
Agdas,23528,40.65,47.476111
Agstafa,12542,41.118889,45.453889
Agsu,17209,40.569167,48.396476
Alunitdag,857,40.521667,46.080556
Aran,6724,40.625278,46.975556
Artyom,13435,40.472255,50.333041
Astara,15190,38.455977,48.87498
Badamdar,11398,40.339444,49.803889
Baku,1116513,40.395278,49.882222
Basqal,1234,40.7552,48.391044
Buzovna,24795,40.517888,50.113901
Ceyranbatan,5684,40.540833,49.659722
Corat,8624,40.5725,49.706389
Culfa,10820,38.9558,45.6308
Gilazi,3277,40.903896,49.335522
Gilazi,3277,40.870977,49.342333
Goranboy,7334,40.610278,46.789722
Goycay,35348,40.653056,47.740556
Gurgan,712,40.397462,50.336733
Guzdak,2462,40.374444,49.681944
Hadrut,2523,39.520018,47.0318
Haftoni,2003,38.763253,48.762231
Hasanabad,4308,39.336672,49.214143
Horadiz,2714,39.448771,47.335313
Hovsan,36293,40.374444,50.085278
Imisli,31381,39.871307,48.064094
Istisu,929,39.947532,45.962121
Kesla,17913,40.397778,49.898611
Kijaba,4567,38.532778,48.816667
Kirovskiy,34488,40.433333,49.85
Korgoz,2036,40.303056,49.62
Lerik,7094,38.772633,48.412788
Lokbatan,30694,40.323718,49.728038
Masalli,9603,39.027781,48.670276
Mastaga,40092,40.532778,50.003889
Mincivan,6353,39.029348,46.718471
Mugan,4410,40.095182,48.821136
Naftalan,7045,40.506667,46.825
Nardaran,7700,40.556111,50.005556
Neftcala,18661,39.37417,49.247224
Ordubad,9781,38.905954,46.023411
Pirsagi,5102,40.564032,49.8913
Pushkino,18182,39.458333,48.545
Puta,1018,40.296667,49.660278
Qabaqcol,1293,41.72,46.264722
Qala,2709,40.44182,50.168121
Qaracala,4211,39.813178,48.952303
Qaracuxur,72989,40.396667,49.973611
Qarayeri,5565,40.78862,46.306589
Qax,11993,41.4225,46.924167
Qazanbulaq,980,40.618611,46.645278
Qazax,18904,41.093333,45.366111
Qobu,7377,40.404722,49.713056
Qobustan,13398,40.08238,49.412048
Qovlar,12819,40.942137,45.732171
Quba,22405,41.362587,48.515186
Qusar,16022,41.427284,48.42893
Quscu,408,40.555556,46.091944
Ramana,8855,40.442222,49.980556
Sabirabad,28076,40.009458,48.475154
Sabuncu,20996,40.4425,49.948056
Sahbuz,2674,39.407222,45.573889
Salyan,36555,39.593615,48.980552
Samur,1760,41.632544,48.430248
Saray,10173,40.532222,49.716389
Sollar,205,41.639727,48.664408
Sonqar,730,40.322099,49.601085
Suraabad,1945,40.819244,49.468745
Susa,18663,39.758934,46.749187
Tovuz,12626,40.992222,45.628889
Turkan,9699,40.363889,50.215
Turyancay,307,40.7088,47.54326
Ucar,15741,40.518333,47.654167
Vurgun,2635,41.094229,45.471616
Xacmaz,37175,41.463489,48.80605
Xanlar,17816,40.586944,46.315833
Xocali,5810,39.9,46.866667
Xocali,5810,39.912973,46.790284
Xocasan,5089,40.413484,49.772088
Xudat,13625,41.630965,48.681
Yevlax,53715,40.612732,47.142329
Zabrat,21396,40.476104,49.941582
Zaqatala,18277,41.633611,46.643333
Zig,6001,40.343889,49.969167
Banja Luka,221100,44.7758333,17.1855556
Banovici,7211,44.4041667,18.4475
Barice,3697,44.5405556,18.4811111
Batkovici,4923,44.8536111,19.1963889
Bihac,75641,44.8169444,15.8708333
Bijela,3484,43.6086111,17.9519444
Bijeljina,37691,44.7569444,19.2161111
Bila,4397,43.7825,16.9252778
Bileca,13256,42.8719444,18.4297222
Blagaj,4715,43.2575,17.8886111
Blatnica,5675,44.3530556,17.5894444
Bosanska Dubica,9959,45.1766667,16.8094444
Bosanska Gradiska,13345,45.1411111,17.25
Bosanska Kostajnica,4739,45.2197222,16.5358333
Bosanska Krupa,15193,44.8825,16.1513889
Bosanski Brod,9249,45.1375,17.9897222
Bosanski Novi,8920,45.0458333,16.3802778
Bosanski Samac,3599,45.0591667,18.4669444
Bosansko Grahovo,5642,44.1794444,16.3638889
Bratunac,4717,44.1875,19.3394444
Brcko,38478,44.8727778,18.8083333
Breza,3732,44.0161111,18.2588889
Bronzani Majdan,3945,44.7869444,16.9311111
Bugojno,41378,44.0572222,17.4508333
Busovaca,4775,44.0975,17.8788889
Buzim,7229,45.0547222,16.0319444
Cajnice,3908,43.5575,19.0711111
Capljina,7923,43.1138889,17.7036111
Careva Cuprija,3954,44.2658333,18.4291667
Cazin,21741,44.9669444,15.9430556
Cecava,3847,44.6866667,17.7705556
Celinac,6670,44.7227778,17.3277778
Cim,3966,43.3527778,17.7772222
Citluk,5718,43.2286111,17.7008333
Coralici,5223,44.9830556,15.9041667
Crnici,5789,43.1288889,17.8666667
Derventa,9772,44.9772222,17.9102778
Divicani,7250,44.3666667,17.3261111
Doboj,27234,44.7347222,18.0877778
Dobrinje,3987,44.0497222,18.1194444
Dobrljin,3581,45.1469444,16.5033333
Donja Dubica,3489,45.075,18.4113889
Donja Mahala,5565,45.0469444,18.6663889
Donja Medjidja,3782,44.8025,18.4033333
Donja Orahovica,5612,44.6530556,18.3702778
Donje Dubrave,3811,44.4811111,18.6961111
Donje Vukovije,3535,44.4636111,18.7538889
Donji Vakuf,7955,44.1436111,17.4
Dreznica,3908,43.5288889,17.2819444
Drinovci,3791,43.355,17.3538889
Dubravica,3868,44.4419444,18.1180556
Foca,14614,43.505,18.7786111
Fojnica,8244,43.9625,17.8983333
Gacko,3417,43.1672222,18.5352778
Glamoc,4015,44.0458333,16.8486111
Gnojnica,3985,44.6205556,18.4466667
Gorazde,17649,43.6669444,18.9763889
Gornja Koprivna,4600,45.0119444,15.9572222
Gornja Tuzla,4864,44.5561111,18.7613889
Gornje Dubrave,4821,44.4713889,18.7297222
Gornje Zivinice,4661,44.4286111,18.6169444
Gornji Vakuf,7014,43.9380556,17.5883333
Gostovici,5802,44.415,18.1583333
Gracanica,15758,44.7033333,18.3097222
Gradacac,15659,44.8808333,18.4269444
Gromiljak,6457,43.9666667,18.0530556
Grude,4627,43.3641667,17.4205556
Hadzici,7173,43.8222222,18.2066667
Hotonj,4013,43.8947222,18.3727778
Ilici,3688,43.3472222,17.7680556
Ilijas,5854,43.9508333,18.2708333
Izacic,4089,44.875,15.7819444
Jablanica,6209,43.6602778,17.7616667
Jajce,9762,44.3422222,17.2655556
Janja,5543,44.6652778,19.2477778
Jelah,5291,44.6541667,17.9580556
Jezerski,4361,44.9808333,16.0841667
Kacuni,5042,44.065,17.9386111
Kakanj,12405,44.1272222,18.1180556
Karadaglije,3700,44.5716667,18.0183333
Kiseljak,3447,44.4888889,18.5688889
Kladanj,6783,44.2263889,18.6913889
Kljuc,7244,44.535,16.7722222
Knezica,4792,45.1027778,16.6775
Kobilja Glava,3666,43.8819444,18.3891667
Kocerin,3516,43.3897222,17.485
Konjic,15950,43.6519444,17.9613889
Koran,3394,43.8102778,18.5688889
Laktasi,6464,44.9080556,17.3008333
Lamovita,4582,44.9255556,16.9072222
Lijesnica,3559,44.4941667,18.0741667
Listica,9370,43.3833333,17.5927778
Livno,11748,43.8269444,17.0077778
Ljubinje,4235,42.9508333,18.0886111
Ljubuski,9987,43.1969444,17.545
Lokvine,3928,44.2047222,17.8563889
Lopare,3614,44.6377778,18.8427778
Lukavac,12607,44.5419444,18.5258333
Lukavica,4084,44.7627778,18.1688889
Maglajani,4221,44.9486111,17.3494444
Maglaj,7398,44.5491667,18.0966667
Mala Kladusa,6033,45.1341667,15.8586111
Malesici,3764,44.7380556,18.2738889
Maricka,3707,44.8588889,16.8522222
Maslovare,4899,44.5655556,17.5336111
Milici,8210,44.1316667,19.0316667
Mionica,8701,44.8672222,18.4630556
Modrica,5135,44.9544444,18.3036111
Mostar,104517,43.3433333,17.8080556
Mostre,4009,44.025,18.1413889
Mramor,3918,44.5916667,18.5644444
Mrkonjic Grad,14737,44.4158333,17.0861111
Nevesinje,7312,43.2586111,18.1133333
Novi Seher,4416,44.5102778,18.0258333
Novi Travnik,10006,44.1711111,17.6575
Obudovac,2171,44.965,18.6122222
Odzak,11621,45.0111111,18.3266667
Olovo,3305,44.13,18.5827778
Omarska,6466,44.89,16.8991667
Orasac,3856,44.6288889,16.0711111
Orasje,3613,45.0355556,18.6933333
Orguz,4371,43.7738889,16.8638889
Ostra Luka,3923,45.0,18.5883333
Ostrozac,5456,44.9086111,15.9402778
Otoka,6595,44.96,16.1791667
Pajic Polje,4026,43.9758333,17.5275
Pale,7458,43.8161111,18.5694444
Pazaric,4787,43.7886111,18.1608333
Pecigrad,6514,45.0544444,15.8969444
Peci,3650,44.6272222,16.7861111
Petkovci,2211,44.4530556,19.0761111
Piskavica,3797,44.8341667,16.9888889
Pjanici,3537,44.9836111,15.8227778
Podbrdo,4028,44.4408333,17.0138889
Podhum,5801,43.7230556,17.0011111
Podzvizd,6665,45.1741667,15.8736111
Polje,3799,43.8805556,18.0744444
Posusje,5114,43.4722222,17.3266667
Potoci,8311,43.4086111,17.8786111
Pribinic,3558,44.6105556,17.6905556
Priboj,4351,44.6027778,18.9313889
Prijedor,36346,44.9813889,16.7130556
Prnjavor,7098,44.8702778,17.6627778
Prozor,10349,43.8222222,17.6091667
Puracic,3461,44.5469444,18.4766667
Radisici,4071,43.2219444,17.5430556
Rodoc,5159,43.3088889,17.8069444
Rogatica,4946,43.8008333,19.0025
Rumboci,3854,43.8322222,17.5011111
Sanica,5666,44.6141667,16.6411111
Sanski Most,13550,44.7652778,16.6655556
Sarajevo,696726,43.85,18.3833333
Sekovici,6315,44.2986111,18.8527778
Serici,3663,44.4652778,18.5580556
Sipovo,10737,44.2813889,17.0838889
Skender Vakuf,6866,44.4908333,17.3775
Skokovi,3553,45.0313889,15.9144444
Sladna,4304,44.7294444,18.4241667
Sokolac,8842,43.9397222,18.8016667
Solina,4780,44.5602778,18.6947222
Srbac,7380,45.0977778,17.525
Srebrenica,2861,44.1063889,19.2969444
Srebrenik,6723,44.7077778,18.4880556
Stanari,3590,44.7472222,17.8294444
Stijena,10844,44.9352778,16.0172222
Stolac,7733,43.0844444,17.9575
Stupari,4424,44.3147222,18.6841667
Sturlic,5013,45.0638889,15.7780556
Sumatac,4987,45.0988889,15.8575
Svodna,4387,45.0372222,16.5383333
Svojat,3515,44.3947222,18.7391667
Tesanjka,5666,44.6730556,18.0127778
Tesanj,7549,44.6116667,17.9872222
Teslic,6404,44.6063889,17.8597222
Todorovo,9560,45.0883333,15.9308333
Tojsici,6587,44.4813889,18.7869444
Tolisa,4282,45.0430556,18.6427778
Tomislavgrad,7737,43.7180556,17.2266667
Travnik,31127,44.2266667,17.6705556
Trebinje,33177,42.7119444,18.3441667
Trn,7553,44.8597222,17.2363889
Trzacka Rastela,6617,44.9733333,15.7902778
Turbe,4766,44.2436111,17.5713889
Tuzla,142484,44.5427778,18.6694444
Ugljevik,3452,44.6636111,19.0202778
Ustikolina,4446,43.5836111,18.79
Vares,7193,44.1644444,18.3283333
Varoska Rijeka,6573,45.0847222,16.0141667
Velagici,4972,44.5572222,16.7316667
Velika Kladusa,19330,45.1894444,15.8116667
Velika Obarska,5142,44.8052778,19.1641667
Vidosi,3905,43.7713889,17.0283333
Visegrad,6086,43.7847222,19.2991667
Visoko,17890,43.9888889,18.1780556
Vitez,8140,44.1544444,17.7902778
Vitina,4384,43.2375,17.4838889
Vlasenica,4508,44.1819444,18.9405556
Vogosca,8179,43.9019444,18.3480556
Voljevac,3764,43.8786111,17.6591667
Vozuca,3209,44.3613889,18.3577778
Vrnograc,6859,45.1636111,15.9536111
Zabrisce,4261,43.7925,16.9422222
Zavidovici,14380,44.4458333,18.1497222
Zboriste,4922,45.1458333,16.0177778
Zeljezno Polje,5783,44.4083333,17.9319444
Zenica,164422,44.2013889,17.9063889
Zepce,8502,44.4266667,18.0377778
Zivinice,13640,44.4494444,18.6497222
Zivinice,3718,44.5472222,17.375
Zvornik,8024,44.3869444,19.1013889
Bathsheba,1765,13.2166667,-59.5166667
Blackmans,623,13.1833333,-59.5333333
Bridgetown,98511,13.1,-59.6166667
Crab Hill,727,13.3166667,-59.6333333
Greenland,623,13.25,-59.5666667
Hillaby,519,13.2166667,-59.5833333
Holetown,1350,13.1833333,-59.65
Oistins,2285,13.0666667,-59.5333333
Speightstown,3634,13.25,-59.65
Abhaynagar,42658,23.0166667,89.4666667
Badarganj,32604,25.6666667,89.05
Bajitpur,34564,24.2166667,90.95
Bandarban,32526,22.2,92.2166667
Baniachang,37812,24.5166667,91.3666667
Barisal,280437,22.7,90.3666667
Bera,39608,24.0833333,89.6166667
Bhairab Bazar,105470,24.0666667,90.9666667
Bhandaria,30222,22.4833333,90.0666667
Bheramara,38164,24.0333333,88.9666667
Bhola,99090,22.6833333,90.65
Chandpur,120183,23.15,90.7166667
Char Bhadrasan,34427,23.3166667,90.2166667
Chhagalnaiya,39339,23.03,91.5069444
Chhatak,39223,25.0333333,91.6666667
Chilmari,49742,25.55,89.7166667
Dhaka,6493177,23.7230556,90.4086111
Dhamrai,38003,23.9122222,90.2683333
Dinajpur,206251,25.6333333,88.6333333
Dohar,45549,23.5883333,90.1469444
Faridpur,112200,23.6,89.8333333
Fatikchhari,39974,22.725,91.7675
Feni,84038,23.0186111,91.41
Gafargaon,34181,24.4333333,90.5666667
Gaurnadi,40524,22.9666667,90.2333333
Gazipur,132249,23.8,90.65
Habiganj,88770,24.3833333,91.4166667
